HSNCode,CGSTRate,SGSTRate,IGSTRate
9608,9,9,18
9610 00 00,9,9,18
9611,9,9,18
9612,9,9,18
9613,9,9,18
9616,9,9,18
9617,9,9,18
9618,9,9,18
9620 00 00,9,9,18
9801,9,9,18
9802,9,9,18
4011 70 00,9,9,18
4013 90 49,9,9,18
8408 20 20,9,9,18
8413 81 90,9,9,18
8708 10 10,9,9,18
8708 30 00,9,9,18
8708 40 00,9,9,18
8708 50 00,9,9,18
8708 70 00,9,9,18
8708 91 00,9,9,18
8708 92 00,9,9,18
8708 93 00,9,9,18
8708 94 00,9,9,18
8708 99 00,9,9,18
8708 99 00,9,9,18
Any Chapter,9,9,18
Any Chapter,9,9,18
Any Chapter,9,9,18
1703,14,14,28
2106 90 20,14,14,28
2202 10,14,14,28
2202 99 90,14,14,28
2401,14,14,28
2402,14,14,28
2403,14,14,28
2515 12 20,14,14,28
2515 12 90,14,14,28
2516 12 00,14,14,28
2523,14,14,28
4011,14,14,28
8407,14,14,28
8408,14,14,28
8409,14,14,28
8413,14,14,28
8415,14,14,28
8422,14,14,28
8507,14,14,28
8511,14,14,28
8525,14,14,28
8528,14,14,28
8701,14,14,28
8702,14,14,28
8703,14,14,28
8704,14,14,28
8706,14,14,28
8707,14,14,28
8708,14,14,28
8711,14,14,28
8714,14,14,28
8802,14,14,28
8903,14,14,28
9302,14,14,28
9614,14,14,28
9804,14,14,28
Any Chapter,14,14,28
Any Chapter,14,14,28
7101,1.5,1.5,3
7105,1.5,1.5,3
7106,1.5,1.5,3
7107,1.5,1.5,3
7108,1.5,1.5,3
7109,1.5,1.5,3
7110,1.5,1.5,3
7111,1.5,1.5,3
7112,1.5,1.5,3
7113,1.5,1.5,3
7114,1.5,1.5,3
7115,1.5,1.5,3
7116,1.5,1.5,3
7117,1.5,1.5,3
7118,1.5,1.5,3
7113 11 10,1.5,1.5,3
7117,1.5,1.5,3
7102,0.125,0.125,0.25
7103,0.125,0.125,0.25
7104,0.125,0.125,0.25
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
201,0,0,0
"0203
0204
0205
0206
0207
0208
0209",0,0,0
"0202
0203
0204
0205
0206
0207
0208
0209
0210",0,0,0
3,0,0,0
301,0,0,0
302,0,0,0
"0304
0306
0307
0308",0,0,0
"0303
0304
0305
0306
0307
0308",0,0,0
401,0,0,0
403,0,0,0
406,0,0,0
407,0,0,0
409,0,0,0
501,0,0,0
504,0,0,0
504,0,0,0
506,0,0,0
0507 90,0,0,0
511,0,0,0
6,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
714,0,0,0
8,0,0,0
801,0,0,0
801,0,0,0
802,0,0,0
803,0,0,0
804,0,0,0
805,0,0,0
806,0,0,0
807,0,0,0
808,0,0,0
809,0,0,0
810,0,0,0
813,0,0,0
814,0,0,0
07,0,0,0
09,0,0,0
10,0,0,0
901,0,0,0
902,0,0,0
909,0,0,0
0910 11 10,0,0,0
0910 30 10,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,0,0,0
1106 10 10,0,0,0
12,0,0,0
1201,0,0,0
1202,0,0,0
1204,0,0,0
1205,0,0,0
1206,0,0,0
1207,0,0,0
1209,0,0,0
1210,0,0,0
1210 10 00,0,0,0
1211,0,0,0
1212,0,0,0
1213,0,0,0
1214,0,0,0
1301,0,0,0
1401,0,0,0
1404 90 40,0,0,0
1404 90 60,0,0,0
1404 90 90,0,0,0
1701,0,0,0
1702,,,
1904,0,0,0
1905,0,0,0
1905,0,0,0
2106,0,0,0
2201,0,0,0
2201,0,0,0
2202 90 90,0,0,0
2306,0,0,0
2306,0,0,0
2501,0,0,0
2716 00 00,0,0,0
2835,0,0,0
3002,0,0,0
3006,0,0,0
3101,0,0,0
3304,0,0,0
3825,0,0,0
3926,0,0,0
4014,0,0,0
4401,0,0,0
4402,0,0,0
44,0,0,0
68,0,0,0
46,0,0,0
46,0,0,0
4802,0,0,0
4907,0,0,0
4817,0,0,0
4907,0,0,0
48,0,0,0
4907,0,0,0
 71,0,0,0
4907,0,0,0
4901,0,0,0
4902,0,0,0
4903,0,0,0
4904 00 00,0,0,0
4905,0,0,0
4907,0,0,0
5001,0,0,0
5002,0,0,0
5003,0,0,0
5101,0,0,0
5102,0,0,0
5103,0,0,0
52,0,0,0
52,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
5303,0,0,0
5305,0,0,0
53,0,0,0
63,0,0,0
6703,0,0,0
6912 00 40,0,0,0
69,0,0,0
7018,0,0,0
7117,0,0,0
8201,0,0,0
8445,0,0,0
8446,0,0,0
8802 60 00,0,0,0
8803,0,0,0
9021,0,0,0
92,0,0,0
9603,0,0,0
9609,0,0,0
9610 00 00,0,0,0
9619 00 10,0,0,0
9619 00 20,0,0,0
9803,0,0,0
Any chapter,0,0,0
-,0,0,0
-,0,0,0
Any chapter,0,0,0
Any Chapter except 71,0,0,0
Any Chapter,0,0,0
2106 90 20,,,
2202 10 10,,,
2202 10 20,,,
2202 10 90,,,
2401,,,
2401,,,
2401 30 00,,,
2402 10 10,,,
2402 10 20,,,
2402 20 10,,,
2402 20 20,,,
2402 20 30,,,
2402 20 40,,,
2402 20 50,,,
2402 20 90,,,
2402 90 10,,,
2402 90 20,,,
2402 90 90,,,
2403 11 10,,,
2403 11 10,,,
2403 11 90,,,
2403 19 10,,,
2403 19 90,,,
2403 19 90,,,
2403 91 00,,,
2403 99 10,,,
2403 99 10,,,
2403 99 10,,,
2403 99 20,,,
2403 99 30,,,
2403 99 40,,,
2403 99 50,,,
2403 99 60,,,
2403 99 60,,,
2403 99 70,,,
2403 99 90,,,
2403 99 90,,,
2403 99 90,,,
2701,,,
2702,,,
2703,,,
"8702 10, 8702 20, 8702 30, 8702 90",,,
87,,,
8702 or 8703,,,
"8703 10 10, 8703 80",,,
8703,,,
8703,,,
"8703 40, 8703 60",,,
"8703 40, 8703 60",,,
"8703 40, 8703 60",,,
"8703 40, 8703 60",,,
"8704 50, 8703 70",,,
"8705 50, 8703 70",,,
"8706 50, 8703 70",,,
"8707 50, 8703 70",,,
8703,,,
8703 21 or 8703 22,,,
8703 31,,,
8703,,,
8703,,,
8703,,,
8711,,,
8802,,,
8903,,,
Any chapter,,,
